age,sex,educ,income91,satjob,life,impjob,hrs1,degree,anomia5,happy
43,Male,12,$12500-14999,Very satisfied,Routine,Very important,10,High school,Disagree,PRETTY HAPPY
35,Female,12,$40000-49999,Very satisfied,Exciting,Very important,45,High school,Agree,VERY HAPPY
35,Male,12,$30000-34999,Very satisfied,NA,Very important,50,High school,NA,PRETTY HAPPY
20,Female,12,NA,Mod satisfied,Routine,Very important,39,High school,Agree,VERY HAPPY
37,Male,14,$60000-74999,A little dissatisfied,Exciting,Very important,42,Junior college,Agree,PRETTY HAPPY
24,Female,14,$17500-19999,A little dissatisfied,Exciting,Very important,25,High school,Agree,PRETTY HAPPY
62,Female,9,$3000-3999,NA,Exciting,Somewhat important,NA,Less than HS,Agree,VERY HAPPY
28,Female,16,$50000-59999,Mod satisfied,Routine,Not too important,NA,Bachelor,Agree,VERY HAPPY
51,Female,15,$30000-34999,Very satisfied,Exciting,Somewhat important,40,High school,Agree,VERY HAPPY
44,Female,12,$50000-59999,Mod satisfied,NA,Very important,NA,High school,NA,VERY HAPPY
36,Male,12,$1000-2999,Mod satisfied,Routine,Somewhat important,20,High school,Agree,PRETTY HAPPY
77,Female,15,$12500-14999,NA,Exciting,One of most important,NA,High school,Disagree,PRETTY HAPPY
44,Male,16,$50000-59999,Mod satisfied,NA,Very important,60,Bachelor,NA,VERY HAPPY
73,Male,12,$10000-12499,Mod satisfied,Routine,Very important,17,High school,Agree,PRETTY HAPPY
28,Male,16,$22500-24999,Mod satisfied,Exciting,Very important,40,Bachelor,Agree,VERY HAPPY
51,Male,13,REFUSED,Very satisfied,Routine,One of most important,52,High school,Disagree,PRETTY HAPPY
37,Female,12,$30000-34999,Very satisfied,NA,Very important,32,High school,NA,VERY HAPPY
64,Male,11,$22500-24999,NA,NA,Very important,NA,Less than HS,NA,PRETTY HAPPY
74,Female,12,$4000-4999,Mod satisfied,NA,Very important,NA,High school,NA,PRETTY HAPPY
69,Female,12,$35000-39999,Very satisfied,Exciting,Very important,NA,High school,Agree,VERY HAPPY
33,Male,11,$5000-5999,Mod satisfied,NA,Very important,32,Less than HS,NA,PRETTY HAPPY
56,Female,10,NA,Very satisfied,NA,Somewhat important,NA,Less than HS,NA,VERY HAPPY
40,Female,12,$22500-24999,Mod satisfied,Routine,Very important,46,High school,Agree,PRETTY HAPPY
34,Male,10,$15000-17499,Mod satisfied,NA,Very important,NA,Less than HS,NA,PRETTY HAPPY
47,Male,12,$40000-49999,Mod satisfied,Routine,Very important,70,High school,Agree,PRETTY HAPPY
87,Male,11,$7000-7999,NA,Routine,Not too important,NA,Less than HS,Disagree,PRETTY HAPPY
60,Male,10,LT $1000,Very dissatisfied,Dull,Somewhat important,NA,High school,Agree,NOT TOO HAPPY
70,Female,6,NA,Very satisfied,NA,Very important,NA,Less than HS,NA,PRETTY HAPPY
43,Male,14,$50000-59999,Very satisfied,NA,One of most important,50,High school,NA,PRETTY HAPPY
43,Female,16,$35000-39999,Very satisfied,Exciting,Very important,60,Bachelor,Disagree,VERY HAPPY
21,Female,13,$17500-19999,Mod satisfied,NA,One of most important,30,High school,NA,PRETTY HAPPY
72,Female,9,$4000-4999,Mod satisfied,Routine,Very important,NA,Less than HS,Disagree,PRETTY HAPPY
81,Female,13,$12500-14999,NA,Exciting,Very important,NA,Less than HS,Agree,VERY HAPPY
82,Female,12,$22500-24999,NA,NA,Very important,NA,High school,NA,VERY HAPPY
86,Female,8,$5000-5999,Mod satisfied,Routine,Very important,NA,Less than HS,Agree,PRETTY HAPPY
27,Male,13,$8000-9999,A little dissatisfied,Routine,One of most important,70,Junior college,Disagree,PRETTY HAPPY
77,Female,8,$8000-9999,Mod satisfied,NA,Not too important,NA,Less than HS,NA,PRETTY HAPPY
71,Male,8,$12500-14999,NA,Routine,One of most important,NA,Less than HS,NA,PRETTY HAPPY
39,Male,16,$17500-19999,Very satisfied,Exciting,One of most important,80,Bachelor,Disagree,VERY HAPPY
45,Male,12,$30000-34999,Mod satisfied,NA,One of most important,50,High school,NA,PRETTY HAPPY
35,Female,14,REFUSED,Mod satisfied,Routine,Very important,55,High school,NA,PRETTY HAPPY
42,Female,14,$50000-59999,Very satisfied,Routine,One of most important,NA,High school,Agree,VERY HAPPY
65,Male,12,$30000-34999,Mod satisfied,Routine,NA,50,High school,Agree,VERY HAPPY
26,Male,16,$60000-74999,A little dissatisfied,NA,Very important,NA,Bachelor,NA,PRETTY HAPPY
45,Male,12,$50000-59999,Mod satisfied,Exciting,Very important,60,High school,Agree,PRETTY HAPPY
46,Female,12,REFUSED,A little dissatisfied,NA,Very important,40,High school,NA,PRETTY HAPPY
47,Female,11,$10000-12499,Very satisfied,Exciting,Very important,36,High school,Agree,PRETTY HAPPY
27,Female,10,$22500-24999,Mod satisfied,Routine,Not too important,NA,Less than HS,Agree,PRETTY HAPPY
30,Male,12,$50000-59999,Very satisfied,Exciting,Very important,50,High school,Disagree,PRETTY HAPPY
25,Female,16,$1000-2999,Mod satisfied,NA,Somewhat important,20,Junior college,NA,PRETTY HAPPY
29,Female,16,$35000-39999,Mod satisfied,Exciting,Somewhat important,NA,Bachelor,Disagree,VERY HAPPY
52,Female,12,$25000-29999,Very satisfied,Routine,Very important,NA,High school,Agree,VERY HAPPY
39,Female,12,$40000-49999,Mod satisfied,NA,Very important,58,High school,NA,PRETTY HAPPY
52,Female,12,$12500-14999,A little dissatisfied,Routine,Very important,38,High school,Agree,PRETTY HAPPY
NA,Female,10,REFUSED,Mod satisfied,Routine,Somewhat important,40,Less than HS,Agree,PRETTY HAPPY
51,Female,12,REFUSED,Mod satisfied,NA,Somewhat important,37,High school,NA,VERY HAPPY
28,Male,17,$25000-29999,Mod satisfied,Exciting,Somewhat important,55,Bachelor,Disagree,VERY HAPPY
48,Female,10,REFUSED,A little dissatisfied,NA,Somewhat important,NA,Less than HS,NA,NOT TOO HAPPY
31,Female,12,$35000-39999,Very satisfied,NA,Very important,16,High school,NA,VERY HAPPY
37,Female,12,$35000-39999,Very satisfied,Routine,Very important,40,High school,Agree,VERY HAPPY
55,Male,13,$50000-59999,Mod satisfied,Exciting,Very important,60,High school,Agree,PRETTY HAPPY
40,Female,12,$15000-17499,Very satisfied,NA,Somewhat important,15,High school,NA,VERY HAPPY
20,Male,13,NA,Mod satisfied,Exciting,Very important,37,High school,NA,NOT TOO HAPPY
46,Male,11,$22500-24999,Mod satisfied,NA,Very important,60,High school,NA,NA
72,Male,12,$10000-12499,NA,Exciting,Very important,NA,High school,Disagree,VERY HAPPY
27,Female,14,NA,NA,Routine,Not too important,NA,Junior college,Disagree,VERY HAPPY
79,Female,7,$12500-14999,NA,Exciting,Very important,NA,Less than HS,Agree,PRETTY HAPPY
73,Male,6,$7000-7999,NA,NA,Very important,NA,Less than HS,NA,VERY HAPPY
75,Female,5,$3000-3999,Mod satisfied,Exciting,Somewhat important,NA,Less than HS,Agree,PRETTY HAPPY
72,Male,2,$8000-9999,NA,Dull,Somewhat important,NA,Less than HS,Agree,NOT TOO HAPPY
75,Male,6,$10000-12499,NA,NA,One of most important,NA,Less than HS,NA,PRETTY HAPPY
63,Male,9,$75000+,Very satisfied,Exciting,Very important,48,Less than HS,Agree,VERY HAPPY
21,Female,14,$22500-24999,Very satisfied,Routine,Very important,40,High school,NA,VERY HAPPY
41,Male,12,$15000-17499,Very satisfied,Exciting,Somewhat important,45,High school,Disagree,PRETTY HAPPY
33,Male,9,$20000-22499,Mod satisfied,Exciting,Very important,44,Less than HS,Agree,VERY HAPPY
21,Male,12,$4000-4999,Mod satisfied,Exciting,One of most important,20,High school,Agree,PRETTY HAPPY
29,Female,11,$12500-14999,Very dissatisfied,NA,Very important,70,Less than HS,NA,NOT TOO HAPPY
18,Female,11,NA,NA,NA,One of most important,NA,Less than HS,NA,PRETTY HAPPY
73,Male,10,$15000-17499,NA,Routine,Very important,NA,High school,Disagree,NOT TOO HAPPY
47,Male,8,$1000-2999,Mod satisfied,Routine,Somewhat important,NA,Less than HS,Agree,PRETTY HAPPY
73,Female,8,$12500-14999,NA,Routine,Very important,NA,Less than HS,Agree,PRETTY HAPPY
58,Male,7,$5000-5999,NA,Routine,Very important,NA,Less than HS,Agree,PRETTY HAPPY
40,Female,11,$3000-3999,Very satisfied,NA,One of most important,NA,Less than HS,NA,PRETTY HAPPY
81,Male,4,REFUSED,NA,Routine,Very important,NA,Less than HS,Agree,PRETTY HAPPY
41,Male,12,$35000-39999,Very satisfied,Routine,Very important,60,High school,Disagree,PRETTY HAPPY
73,Male,8,REFUSED,NA,Routine,Very important,NA,Less than HS,Disagree,VERY HAPPY
33,Male,20,$25000-29999,Very satisfied,NA,Very important,65,Graduate,NA,PRETTY HAPPY
52,Female,16,$75000+,Very satisfied,Exciting,Very important,NA,Bachelor,Agree,NOT TOO HAPPY
34,Female,16,$20000-22499,NA,Routine,One of most important,NA,Junior college,Agree,PRETTY HAPPY
58,Female,13,$7000-7999,Mod satisfied,Routine,Very important,38,High school,Disagree,PRETTY HAPPY
47,Female,12,$4000-4999,Very satisfied,NA,One of most important,NA,High school,NA,NOT TOO HAPPY
79,Male,16,$20000-22499,NA,Routine,One of most important,NA,Bachelor,Agree,NOT TOO HAPPY
43,Female,14,$25000-29999,Mod satisfied,Routine,Somewhat important,40,High school,Agree,PRETTY HAPPY
63,Female,14,$40000-49999,NA,NA,Not too important,NA,High school,NA,VERY HAPPY
85,Male,2,$12500-14999,NA,Routine,Somewhat important,NA,Less than HS,Agree,VERY HAPPY
45,Female,14,REFUSED,Very satisfied,Routine,Very important,40,Junior college,Agree,PRETTY HAPPY
26,Male,13,$22500-24999,Very satisfied,NA,Very important,44,High school,NA,VERY HAPPY
42,Male,14,$40000-49999,Very satisfied,NA,Very important,46,Junior college,NA,VERY HAPPY
41,Male,12,$30000-34999,Mod satisfied,Routine,Somewhat important,42,High school,Disagree,VERY HAPPY
53,Male,7,$10000-12499,NA,Dull,Somewhat important,NA,Less than HS,Agree,NOT TOO HAPPY
68,Male,8,$30000-34999,NA,NA,Somewhat important,NA,Less than HS,NA,VERY HAPPY
49,Female,9,$10000-12499,A little dissatisfied,Dull,One of most important,NA,Less than HS,Disagree,VERY HAPPY
41,Male,12,$17500-19999,Mod satisfied,Exciting,Very important,24,High school,Agree,PRETTY HAPPY
81,Male,4,$6000-6999,NA,Routine,One of most important,NA,Less than HS,Agree,VERY HAPPY
65,Female,13,NA,NA,Exciting,Not too important,NA,High school,Agree,VERY HAPPY
42,Female,14,$35000-39999,Mod satisfied,Exciting,Very important,40,Junior college,Agree,VERY HAPPY
26,Male,12,$22500-24999,Mod satisfied,Routine,Very important,44,High school,Agree,PRETTY HAPPY
20,Female,10,$6000-6999,A little dissatisfied,Routine,Very important,NA,Less than HS,Disagree,PRETTY HAPPY
57,Female,8,$20000-22499,Mod satisfied,Routine,Somewhat important,52,Less than HS,Agree,PRETTY HAPPY
28,Female,10,$8000-9999,NA,NA,Very important,NA,Less than HS,NA,VERY HAPPY
50,Female,12,REFUSED,Mod satisfied,NA,Somewhat important,44,High school,NA,VERY HAPPY
43,Female,18,$75000+,Very satisfied,Exciting,Very important,45,Graduate,Agree,VERY HAPPY
30,Female,16,$60000-74999,Mod satisfied,Exciting,Somewhat important,40,Bachelor,Disagree,VERY HAPPY
58,Male,14,$15000-17499,Very satisfied,Routine,Very important,50,Junior college,Disagree,PRETTY HAPPY
22,Female,16,NA,NA,Exciting,One of most important,NA,Bachelor,Disagree,PRETTY HAPPY
63,Male,12,$4000-4999,NA,NA,Very important,NA,High school,NA,PRETTY HAPPY
65,Female,10,$8000-9999,Very dissatisfied,Routine,One of most important,NA,Less than HS,Agree,PRETTY HAPPY
50,Female,9,REFUSED,Mod satisfied,NA,NA,40,Less than HS,NA,PRETTY HAPPY
75,Female,12,NA,NA,Dull,Very important,NA,High school,Disagree,NOT TOO HAPPY
54,Female,9,REFUSED,Mod satisfied,Exciting,Very important,NA,Less than HS,Agree,PRETTY HAPPY
33,Male,18,REFUSED,Mod satisfied,NA,Somewhat important,40,Bachelor,NA,VERY HAPPY
36,Male,12,REFUSED,Mod satisfied,NA,Very important,40,High school,NA,VERY HAPPY
82,Male,16,$75000+,Very satisfied,Routine,Very important,36,Bachelor,Disagree,VERY HAPPY
36,Female,18,$20000-22499,A little dissatisfied,NA,One of most important,16,Bachelor,NA,PRETTY HAPPY
48,Female,12,REFUSED,Very dissatisfied,Routine,NA,43,High school,Agree,PRETTY HAPPY
27,Female,16,$17500-19999,Very satisfied,Routine,Very important,45,Bachelor,Agree,NOT TOO HAPPY
49,Male,7,$4000-4999,NA,NA,Very important,NA,Less than HS,NA,NOT TOO HAPPY
55,Male,11,$20000-22499,NA,Routine,Somewhat important,NA,Less than HS,Agree,PRETTY HAPPY
37,Female,13,$10000-12499,Mod satisfied,Exciting,Very important,55,High school,Agree,PRETTY HAPPY
28,Male,9,$15000-17499,Very dissatisfied,NA,One of most important,NA,Less than HS,NA,NOT TOO HAPPY
21,Female,12,$25000-29999,Mod satisfied,NA,Not too important,3,High school,NA,PRETTY HAPPY
39,Female,12,$12500-14999,Very satisfied,Routine,One of most important,75,High school,Agree,PRETTY HAPPY
63,Male,2,$75000+,Mod satisfied,NA,Very important,25,Less than HS,NA,VERY HAPPY
23,Male,12,$22500-24999,Very satisfied,Routine,Very important,56,High school,Agree,VERY HAPPY
18,Female,11,$30000-34999,Mod satisfied,Exciting,Very important,NA,Less than HS,Disagree,VERY HAPPY
24,Male,13,$35000-39999,Mod satisfied,Routine,Very important,NA,High school,Agree,VERY HAPPY
56,Female,12,$3000-3999,A little dissatisfied,Exciting,Very important,NA,High school,Agree,PRETTY HAPPY
31,Male,12,$20000-22499,Mod satisfied,Routine,Very important,40,High school,Agree,PRETTY HAPPY
47,Male,14,$50000-59999,Very satisfied,Exciting,Very important,55,Junior college,Disagree,PRETTY HAPPY
81,Female,10,$6000-6999,NA,Routine,Not at all important,NA,Less than HS,Disagree,PRETTY HAPPY
76,Female,8,$5000-5999,NA,Dull,Very important,NA,Less than HS,Disagree,PRETTY HAPPY
48,Female,16,$60000-74999,Very satisfied,Exciting,One of most important,NA,Graduate,Agree,VERY HAPPY
54,Female,7,REFUSED,NA,Routine,Not at all important,NA,Less than HS,Agree,NOT TOO HAPPY
23,Female,13,$4000-4999,Mod satisfied,Routine,Very important,40,High school,Agree,PRETTY HAPPY
60,Female,12,$5000-5999,NA,NA,Very important,NA,High school,NA,NOT TOO HAPPY
75,Female,0,$1000-2999,NA,Dull,Somewhat important,NA,Less than HS,Agree,PRETTY HAPPY
75,Female,13,$10000-12499,NA,Routine,Very important,NA,Junior college,Agree,NOT TOO HAPPY
83,Male,7,$10000-12499,NA,Exciting,Very important,NA,Less than HS,Agree,VERY HAPPY
46,Male,14,$22500-24999,A little dissatisfied,Exciting,Very important,75,High school,Disagree,PRETTY HAPPY
35,Female,17,$60000-74999,Very satisfied,NA,One of most important,50,Bachelor,NA,PRETTY HAPPY
34,Male,13,$25000-29999,Mod satisfied,Routine,Very important,44,High school,Agree,NOT TOO HAPPY
67,Male,6,$3000-3999,Mod satisfied,Exciting,One of most important,8,Less than HS,Agree,PRETTY HAPPY
84,Female,10,REFUSED,NA,NA,Very important,NA,Less than HS,NA,PRETTY HAPPY
47,Male,7,$22500-24999,Mod satisfied,Routine,One of most important,61,Less than HS,Agree,PRETTY HAPPY
62,Female,14,NA,NA,Routine,Very important,NA,Junior college,Agree,PRETTY HAPPY
62,Male,12,$10000-12499,NA,NA,Very important,NA,High school,NA,PRETTY HAPPY
81,Female,4,$5000-5999,NA,NA,Very important,NA,Less than HS,NA,NOT TOO HAPPY
42,Male,12,REFUSED,Very satisfied,NA,Very important,40,High school,NA,VERY HAPPY
46,Female,11,$15000-17499,Very dissatisfied,Exciting,Somewhat important,NA,Less than HS,Agree,VERY HAPPY
40,Female,15,$25000-29999,Mod satisfied,Routine,One of most important,23,Junior college,Agree,PRETTY HAPPY
48,Female,13,$35000-39999,NA,NA,Not too important,NA,High school,NA,PRETTY HAPPY
46,Female,16,$17500-19999,Mod satisfied,Exciting,One of most important,40,Bachelor,Disagree,VERY HAPPY
20,Male,13,$25000-29999,Very satisfied,Routine,One of most important,NA,Less than HS,NA,PRETTY HAPPY
73,Female,12,$8000-9999,NA,Routine,Very important,NA,High school,Agree,PRETTY HAPPY
38,Female,14,$30000-34999,Very satisfied,NA,Somewhat important,40,High school,NA,PRETTY HAPPY
38,Male,12,$25000-29999,Mod satisfied,Routine,One of most important,53,High school,Agree,VERY HAPPY
76,Female,7,$7000-7999,NA,NA,Not at all important,NA,Less than HS,NA,VERY HAPPY
56,Male,12,$50000-59999,Mod satisfied,Exciting,Somewhat important,40,High school,Disagree,VERY HAPPY
74,Male,7,$22500-24999,Very satisfied,Routine,One of most important,23,Less than HS,NA,PRETTY HAPPY
57,Male,10,$4000-4999,NA,Exciting,Very important,NA,Less than HS,Agree,PRETTY HAPPY
58,Female,13,$30000-34999,NA,Exciting,Very important,NA,High school,Disagree,PRETTY HAPPY
76,Female,13,$30000-34999,NA,Exciting,Somewhat important,NA,High school,Agree,VERY HAPPY
35,Male,16,$75000+,Very satisfied,NA,One of most important,68,Bachelor,NA,VERY HAPPY
36,Female,13,$22500-24999,Very satisfied,Exciting,Very important,NA,High school,Agree,VERY HAPPY
39,Female,14,$15000-17499,Mod satisfied,Exciting,Very important,NA,High school,Disagree,VERY HAPPY
20,Female,12,$60000-74999,Very satisfied,Exciting,One of most important,35,High school,Agree,PRETTY HAPPY
43,Male,16,$40000-49999,Very satisfied,Exciting,Very important,70,Bachelor,Disagree,VERY HAPPY
39,Female,14,$60000-74999,Very satisfied,Routine,Very important,40,High school,Agree,PRETTY HAPPY
48,Male,16,$50000-59999,Mod satisfied,NA,Somewhat important,45,Bachelor,NA,PRETTY HAPPY
52,Female,13,$40000-49999,Very satisfied,Exciting,Very important,5,High school,Agree,VERY HAPPY
82,Male,19,$60000-74999,NA,NA,Not too important,NA,Graduate,NA,VERY HAPPY
44,Male,19,$6000-6999,Very satisfied,Exciting,Very important,20,Bachelor,Agree,VERY HAPPY
38,Male,14,$35000-39999,Very satisfied,Exciting,Somewhat important,48,Junior college,Agree,VERY HAPPY
44,Female,13,$17500-19999,Mod satisfied,Exciting,Very important,50,High school,Disagree,VERY HAPPY
24,Female,17,$20000-22499,NA,Exciting,One of most important,NA,High school,Agree,PRETTY HAPPY
35,Male,16,$35000-39999,Very satisfied,NA,One of most important,45,Bachelor,NA,VERY HAPPY
48,Male,12,$8000-9999,NA,Dull,Somewhat important,NA,High school,Agree,NOT TOO HAPPY
78,Female,7,$5000-5999,NA,Exciting,Somewhat important,NA,Less than HS,Disagree,VERY HAPPY
24,Male,13,$40000-49999,Mod satisfied,Exciting,Very important,40,High school,NA,PRETTY HAPPY
29,Female,10,$10000-12499,A little dissatisfied,Routine,Somewhat important,NA,Less than HS,Disagree,NOT TOO HAPPY
36,Female,14,$30000-34999,Very satisfied,Routine,Not too important,NA,High school,Disagree,NOT TOO HAPPY
66,Female,15,$25000-29999,NA,Exciting,One of most important,NA,High school,Agree,VERY HAPPY
54,Female,14,$5000-5999,NA,NA,One of most important,NA,High school,NA,PRETTY HAPPY
37,Female,18,$22500-24999,Very satisfied,NA,One of most important,60,Graduate,NA,VERY HAPPY
55,Male,17,$75000+,Very satisfied,NA,One of most important,60,Graduate,NA,VERY HAPPY
72,Female,12,REFUSED,NA,Routine,Not too important,NA,High school,Agree,PRETTY HAPPY
78,Female,12,$75000+,NA,Routine,Not at all important,NA,High school,Agree,PRETTY HAPPY
42,Female,9,LT $1000,NA,Routine,Not too important,NA,Less than HS,Agree,PRETTY HAPPY
75,Female,5,$4000-4999,NA,Routine,Not at all important,NA,Less than HS,Agree,NOT TOO HAPPY
38,Female,18,$40000-49999,Very satisfied,Routine,Very important,40,Graduate,Agree,PRETTY HAPPY
40,Male,15,$22500-24999,Mod satisfied,NA,One of most important,50,Junior college,NA,VERY HAPPY
62,Female,16,$22500-24999,Mod satisfied,Routine,One of most important,28,Bachelor,Agree,PRETTY HAPPY
30,Male,20,$60000-74999,Mod satisfied,Routine,One of most important,60,Graduate,Agree,PRETTY HAPPY
49,Male,20,REFUSED,Very satisfied,Exciting,One of most important,40,Graduate,Disagree,PRETTY HAPPY
43,Male,18,$75000+,Very satisfied,NA,One of most important,40,Graduate,NA,VERY HAPPY
41,Male,14,$12500-14999,NA,Routine,Somewhat important,NA,High school,Agree,PRETTY HAPPY
57,Female,10,$3000-3999,NA,Dull,Not too important,NA,Less than HS,Agree,NOT TOO HAPPY
30,Female,10,$6000-6999,Very satisfied,NA,Somewhat important,NA,Less than HS,NA,PRETTY HAPPY
36,Male,8,$10000-12499,Mod satisfied,NA,Somewhat important,NA,Less than HS,NA,PRETTY HAPPY
52,Female,6,$7000-7999,Mod satisfied,NA,One of most important,20,Less than HS,NA,NOT TOO HAPPY
NA,Female,12,$75000+,Very satisfied,Exciting,Very important,NA,High school,Agree,VERY HAPPY
47,Male,16,$75000+,A little dissatisfied,NA,Very important,NA,Bachelor,NA,NOT TOO HAPPY
32,Male,16,$75000+,Very satisfied,Exciting,One of most important,60,Bachelor,Disagree,PRETTY HAPPY
74,Male,10,REFUSED,NA,Routine,Somewhat important,NA,Less than HS,Agree,PRETTY HAPPY
35,Female,16,$75000+,Very satisfied,Exciting,One of most important,40,Bachelor,Agree,PRETTY HAPPY
31,Female,16,$50000-59999,Mod satisfied,NA,One of most important,28,Bachelor,NA,PRETTY HAPPY
40,Male,18,$75000+,Very satisfied,NA,One of most important,65,Graduate,NA,PRETTY HAPPY
30,Female,16,REFUSED,Mod satisfied,Exciting,One of most important,40,Bachelor,Agree,PRETTY HAPPY
51,Male,12,$75000+,Mod satisfied,NA,One of most important,35,High school,NA,PRETTY HAPPY
76,Male,12,$10000-12499,NA,Routine,Very important,NA,High school,Agree,NOT TOO HAPPY
56,Male,12,$50000-59999,NA,Exciting,Very important,NA,High school,Disagree,PRETTY HAPPY
24,Male,15,$50000-59999,Mod satisfied,Exciting,Very important,45,High school,Agree,PRETTY HAPPY
38,Male,16,$75000+,Very satisfied,Exciting,Very important,60,Bachelor,Disagree,VERY HAPPY
74,Male,12,$75000+,Mod satisfied,Exciting,Somewhat important,70,High school,NA,VERY HAPPY
60,Female,16,$75000+,NA,Exciting,Very important,NA,Bachelor,Disagree,PRETTY HAPPY
63,Female,14,$60000-74999,Very satisfied,NA,Very important,35,Junior college,NA,PRETTY HAPPY
64,Male,10,$35000-39999,NA,Routine,Very important,NA,Less than HS,Disagree,PRETTY HAPPY
51,Male,10,$30000-34999,Mod satisfied,Routine,Very important,50,Less than HS,Agree,PRETTY HAPPY
31,Female,16,NA,Very dissatisfied,NA,One of most important,NA,Bachelor,NA,PRETTY HAPPY
74,Female,14,$35000-39999,Very satisfied,NA,One of most important,NA,High school,NA,PRETTY HAPPY
33,Male,16,$50000-59999,Very satisfied,NA,Very important,70,Bachelor,NA,PRETTY HAPPY
27,Male,20,$30000-34999,Very satisfied,Exciting,Very important,40,Graduate,Disagree,PRETTY HAPPY
22,Female,12,$25000-29999,Very dissatisfied,Exciting,Very important,40,High school,Agree,PRETTY HAPPY
40,Male,13,$40000-49999,Very satisfied,NA,Somewhat important,45,High school,NA,PRETTY HAPPY
21,Female,13,$35000-39999,NA,Exciting,Very important,NA,High school,Disagree,VERY HAPPY
33,Female,12,$5000-5999,Mod satisfied,NA,Very important,12,High school,NA,VERY HAPPY
43,Female,12,$25000-29999,Mod satisfied,Exciting,Very important,50,High school,Agree,PRETTY HAPPY
25,Female,16,$75000+,Mod satisfied,Routine,Very important,NA,Bachelor,Agree,PRETTY HAPPY
35,Male,20,$75000+,A little dissatisfied,Exciting,Very important,80,Graduate,Agree,PRETTY HAPPY
22,Female,16,$75000+,NA,NA,Very important,NA,Bachelor,NA,VERY HAPPY
39,Male,18,$30000-34999,Mod satisfied,NA,Very important,60,Graduate,NA,PRETTY HAPPY
40,Male,18,$50000-59999,Mod satisfied,NA,Very important,50,Graduate,NA,PRETTY HAPPY
66,Male,12,$60000-74999,NA,Routine,Very important,NA,High school,Disagree,PRETTY HAPPY
19,Male,13,$75000+,NA,Exciting,NA,NA,High school,Agree,PRETTY HAPPY
69,Male,12,$22500-24999,NA,Dull,Very important,NA,High school,NA,PRETTY HAPPY
34,Male,16,$60000-74999,Mod satisfied,NA,Very important,50,Graduate,NA,PRETTY HAPPY
19,Female,11,$75000+,Mod satisfied,Routine,Very important,21,Less than HS,Disagree,PRETTY HAPPY
43,Female,16,$75000+,Mod satisfied,Exciting,Not too important,NA,Graduate,Disagree,VERY HAPPY
77,Female,12,$50000-59999,Very satisfied,Exciting,One of most important,35,High school,Disagree,VERY HAPPY
89,Male,19,$60000-74999,NA,Dull,Somewhat important,NA,Graduate,NA,VERY HAPPY
44,Male,16,$60000-74999,Very satisfied,NA,Very important,NA,Bachelor,NA,PRETTY HAPPY
41,Female,15,$75000+,A little dissatisfied,Exciting,Very important,2,Graduate,Agree,PRETTY HAPPY
53,Female,17,$30000-34999,NA,Exciting,Very important,NA,Bachelor,Agree,NOT TOO HAPPY
53,Female,14,$50000-59999,Very dissatisfied,Routine,Very important,45,High school,Agree,NOT TOO HAPPY
38,Female,16,NA,Very satisfied,Exciting,NA,60,Bachelor,Agree,PRETTY HAPPY
32,Male,12,$40000-49999,Very satisfied,NA,Very important,40,Less than HS,NA,VERY HAPPY
39,Female,14,$35000-39999,Very satisfied,Routine,Somewhat important,40,High school,Agree,PRETTY HAPPY
55,Female,16,$25000-29999,Mod satisfied,Exciting,Somewhat important,NA,Bachelor,Agree,PRETTY HAPPY
47,Female,11,$40000-49999,Mod satisfied,NA,One of most important,40,Less than HS,NA,PRETTY HAPPY
43,Male,13,$35000-39999,Very satisfied,NA,Very important,46,High school,NA,PRETTY HAPPY
37,Male,14,$30000-34999,A little dissatisfied,NA,Very important,NA,High school,NA,PRETTY HAPPY
46,Male,15,$50000-59999,Mod satisfied,Exciting,One of most important,60,High school,Agree,PRETTY HAPPY
32,Male,14,$75000+,Very dissatisfied,NA,One of most important,55,High school,NA,NOT TOO HAPPY
57,Female,14,$40000-49999,Very satisfied,Exciting,Not too important,80,High school,Agree,VERY HAPPY
28,Female,17,$60000-74999,Mod satisfied,Exciting,Very important,40,Bachelor,Agree,PRETTY HAPPY
56,Male,18,$5000-5999,Mod satisfied,Routine,Very important,30,Graduate,Agree,PRETTY HAPPY
33,Female,14,$10000-12499,Mod satisfied,Exciting,Very important,20,High school,Agree,PRETTY HAPPY
26,Male,10,$50000-59999,Very satisfied,Exciting,One of most important,50,High school,Agree,PRETTY HAPPY
45,Female,14,$75000+,Very satisfied,Routine,Very important,40,High school,Agree,PRETTY HAPPY
44,Male,12,$50000-59999,Mod satisfied,Exciting,Very important,55,High school,Agree,PRETTY HAPPY
54,Female,15,$40000-49999,Very dissatisfied,Exciting,Very important,NA,Junior college,Agree,VERY HAPPY
46,Female,14,$50000-59999,Mod satisfied,Routine,Very important,41,Junior college,Agree,PRETTY HAPPY
55,Female,12,$60000-74999,Mod satisfied,NA,One of most important,40,High school,NA,PRETTY HAPPY
36,Male,16,$50000-59999,Mod satisfied,Exciting,Very important,45,Bachelor,Agree,PRETTY HAPPY
25,Female,13,$75000+,Mod satisfied,NA,Very important,48,High school,NA,VERY HAPPY
38,Male,15,LT $1000,A little dissatisfied,NA,Somewhat important,38,High school,NA,NOT TOO HAPPY
54,Female,9,$7000-7999,NA,Exciting,Not too important,NA,Less than HS,Agree,PRETTY HAPPY
25,Female,12,$12500-14999,Mod satisfied,Exciting,Somewhat important,24,High school,Agree,PRETTY HAPPY
